,Areaname,STCOU,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,popini,popfin,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,FIPScounty,Percapdmg,Exposure,Recovery,NDamage,NExposure,NRecovery,Adaptability,adaptier,adaptiernum,Vulnerability,vultier,vultiernum,index
635,"Stark, IL",17175,6332,6308,6268,6196,6172,6136,6156,6143,6109,6043,6086,5980,5983,5942,5888.0,5859.0,5840.0,5551.0,5500.0,5447.0,5393.0,5436.0,17175,43.1619,77.72159771595074,-0.017417022674991785,-0.1228593801853126,-0.5009827585847164,-1.0146052924643345,-0.8917459122790219,Low,1,0.3781233783994038,High,3,2
636,"Stephenson, IL",17177,48979,48625,48367,48503,48479,48105,47917,47794,47805,47792,47791,47730,47532,47315,47053.0,46625.0,46283.0,45839.0,45433.0,45093.0,44683.0,44817.0,17177,67.78844,214.8670883438394,-0.0012763909522713482,-0.11346711378317818,-0.2632822768695634,-0.2537754536529048,-0.14030833986972663,Medium,2,0.1498151630863852,Medium,2,7
637,"Tazewell, IL",17179,128485,128468,128722,128770,129656,130784,131804,133131,133893,135054,133863,134636,135201,135747,135872.0,135697.0,135400.0,134695.0,133852.0,133195.0,132524.0,131977.0,17179,15.66718,220.82712365734542,0.00577456055818262,-0.133345535970579,-0.25295234725559174,0.0785891274442793,0.21193466341485828,High,3,0.11960681128501274,Medium,2,11
638,"Union, IL",17181,18293,18116,18092,18116,18048,18071,18082,18066,17965,17909,17959,17883,17799,17722,17620.0,17551.0,17458.0,17267.0,17127.0,16968.0,16829.0,17259.0,17181,88.4185,1833.7046110712008,-0.0042318614622195,-0.10559905682462788,2.5424859420426933,-0.3930890933124059,-0.287490036487778,Low,1,-2.648084998867321,Low,1,4
639,"Vermilion, IL",17183,83919,83646,83299,82996,82955,82728,82715,82258,81930,81710,82033,81799,81463,81147,80773.0,80368.0,79613.0,79207.0,78407.0,77563.0,76704.0,74953.0,17183,19.545370000000002,288.3683946469878,-0.002852510575012495,-0.13186644091142355,-0.13588985707534984,-0.32806987156157175,-0.1962034306501482,Medium,2,0.004023416163926291,Medium,2,7
640,"Wabash, IL",17185,12937,12755,12640,12561,12486,12451,12354,12237,12158,12040,12141,12041,11935,11848,11730.0,11652.0,11587.0,11568.0,11573.0,11546.0,11390.0,11414.0,17185,295.50348,2541.403838113535,-0.008236553825879253,-0.026619334133552282,3.7690698159072014,-0.5818604808191071,-0.5552411466855548,Low,1,-3.7956891500407535,Low,1,4
641,"Warren, IL",17187,18735,18471,18388,18227,17894,17874,17839,17828,17665,17689,17745,17740,17723,17762,17784.0,17701.0,17611.0,17429.0,17338.0,17146.0,16981.0,16887.0,17187,4.3849599999999995,11.060146405950368,-0.0002817695125387433,-0.13764843909247468,-0.6165203458263644,-0.20689143556302275,-0.06924299647054807,Medium,2,0.4788719067338897,Extremely High,4,5
642,"Wayne, IL",17191,17151,17068,17007,16947,16881,16910,16829,16951,16930,16788,16846,16814,16727,16674,16627.0,16555.0,16517.0,16569.0,16487.0,16402.0,16309.0,16250.0,17191,62.91095,506.46562138036256,-0.001899560726581978,-0.11532732985306646,0.24211612487794995,-0.2831501502004697,-0.16782282034740323,Medium,2,-0.3574434547310164,Low,1,8
643,"White, IL",17193,15371,15286,15138,15011,15089,15074,14942,14796,14868,14767,14800,14747,14686,14630,14549.0,14464.0,14410.0,14186.0,14025.0,13868.0,13712.0,13959.0,17193,363.13274,2118.693624681083,-0.003581081081081081,-0.0008263471163255914,3.036428728702715,-0.3624129003982086,-0.36158655328188305,Low,1,-3.0372550758190404,Low,1,4
644,"Whiteside, IL",17195,60653,60511,60022,59489,59352,59094,59033,58819,58784,58667,58750,58622,58400,58150,57680.0,57525.0,57155.0,56823.0,56396.0,56016.0,55583.0,55932.0,17195,31.137629999999998,556.7755074534568,-0.0021787234042553194,-0.1274452922594892,0.3293131891041154,-0.2963091949457504,-0.16886390268626122,Medium,2,-0.4567584813636046,Low,1,8
645,"Will, IL",17197,502266,530086,553714,579547,605934,627610,650779,664048,671392,674970,667977,674166,677669,679688,682108.0,683995.0,685378.0,687727.0,688697.0,689315.0,689704.0,696403.0,17197,5.32005,329.17291450250127,0.009265289074324416,-0.1372918070040866,-0.06516748784975367,0.24313351826462767,0.3804253252687143,Extremely High,4,-0.07212431915433294,Medium,2,15
646,"Williamson, IL",17199,61296,61737,62137,62510,63379,63875,64424,65201,65674,66229,65579,66025,66335,66606,66808.0,67121.0,67336.0,67477.0,67299.0,67102.0,66929.0,67271.0,17199,9.25627,717.6517161492063,0.006800957623629516,-0.1357905800003171,0.6081437370748332,0.1269709706878266,0.26276155068814366,High,3,-0.7439343170751502,Low,1,12
647,"Winnebago, IL",17201,278418,280009,281162,283230,284337,286178,289405,293991,295726,295612,293972,294893,294433,293384,292026.0,290439.0,288896.0,287512.0,286174.0,284819.0,283635.0,285471.0,17201,26.84006,371.81041454663773,0.0031329514375518755,-0.1290843338106702,0.008731801534246979,-0.04592985520639144,0.08315447860427876,High,3,-0.13781613534491718,Medium,2,11
648,"Woodford, IL",17203,35469,35559,35698,36041,36514,37032,37385,37961,38452,38675,38226,38523,38736,38903,38965.0,39106.0,39123.0,38942.0,38817.0,38700.0,38503.0,38571.0,17203,17.61956,250.1293288166024,0.007769580913514362,-0.13260092170165613,-0.2021657829304848,0.17262949968298993,0.30523042138464607,High,3,0.06956486122882866,Medium,2,11
649,"Adams, IN",18001,33625,33556,33523,33746,33822,33867,33887,33962,34214,34351,34162,34263,34343,34424,34533.0,34642.0,34813.0,35018.0,35195.0,35376.0,35544.0,35685.0,18001,1.74543,2.13329465435978,0.0029565013757976697,-0.13865512411344902,-0.6319923599030807,-0.054247278858016154,0.08440784525543286,High,3,0.4933372357896316,Extremely High,4,9
650,"Allen, IN",18003,331849,334956,337124,339569,340916,343238,346314,349534,351264,353693,351332,353721,355940,358324,360990.0,363453.0,365565.0,367747.0,370016.0,372575.0,375520.0,381839.0,18003,0.571,24.253587466260516,0.006799836052508738,-0.13910303760152565,-0.5936534817307361,0.12691810257276787,0.2660211401742935,High,3,0.4545504441292104,Extremely High,4,9
651,"Bartholomew, IN",18005,71435,72110,71890,72299,72882,73660,74508,75265,76080,76566,75855,76536,77297,77930,78628.0,79488.0,80203.0,81024.0,81893.0,82481.0,83280.0,81759.0,18005,1.05014,179.7593464656237,0.008977654736009491,-0.1389202993636766,-0.3241309939376705,0.229575140190198,0.36849543955387465,Extremely High,4,0.18521069457399386,Medium,2,15
652,"Benton, IN",18007,9421,9313,9163,9148,9016,8915,8871,8805,8801,8735,8820,8815,8816,8823,8810.0,8752.0,8709.0,8685.0,8667.0,8677.0,8695.0,8687.0,18007,364.95822999999996,81.36191464408179,-0.0005668934240362812,-0.0001301271684794113,-0.49467336347846114,-0.2203314782672121,-0.2202013510987327,Low,1,0.4945432363099817,Extremely High,4,1
653,"Blackford, IN",18009,14048,13735,13696,13642,13496,13392,13161,13078,12971,12844,12960,12848,12742,12665,12576.0,12476.0,12364.0,12214.0,12129.0,12013.0,11926.0,12139.0,18009,9.30422,7.663367857334964,-0.008641975308641974,-0.13577229244656486,-0.6224076403599945,-0.6009710563331282,-0.46519876388656334,Low,1,0.48663534791342966,Extremely High,4,1
654,"Boone, IN",18011,46107,47035,48071,49047,50158,51261,52750,53778,54648,55915,54796,55730,56823,58009,59246.0,60511.0,61884.0,63013.0,64321.0,65544.0,66875.0,69839.0,18011,10.319650000000001,248.49069248523014,0.017045039783925835,-0.13538501964767716,-0.20500586643261,0.6098519082299444,0.7452369278776215,Extremely High,4,0.06962084678493285,Medium,2,15
655,"Brown, IN",18013,14957,15200,15339,15375,15390,15283,15329,15274,15274,15261,15271,15227,15181,15128,15074.0,15011.0,14965.0,15007.0,15034.0,15064.0,15093.0,15444.0,18013,0.19585999999999998,73.50550100164921,-0.0028812782398009297,-0.13924611148921337,-0.508290094869409,-0.3294259088059601,-0.19017979731674675,Medium,2,0.3690439833801956,High,3,6
656,"Carroll, IN",18015,20165,20298,20270,20433,20148,20274,20179,20118,20114,20103,20135,20106,20105,20109,20068.0,20014.0,20007.0,19994.0,19994.0,20074.0,20137.0,20288.0,18015,37.9957,308.1776118859458,-0.0014402781226719643,-0.12482970677957664,-0.10155653369342217,-0.2615006933821306,-0.13667098660255397,Medium,2,-0.023273173086154467,Medium,2,7
657,"Cass, IN",18017,40930,40859,40389,40218,39921,39637,39255,39033,39070,38968,39058,38971,38875,38802,38730.0,38476.0,38324.0,38248.0,38084.0,37880.0,37727.0,37918.0,18017,14.322890000000001,168.14114179193209,-0.0022274566030006655,-0.13385823202133257,-0.3442676592772172,-0.29860635855019557,-0.164748126528863,Medium,2,0.21040942725588463,High,3,6
658,"Clark, IN",18019,96472,97228,97935,99349,100435,101781,104148,105672,107406,109067,107381,108864,110100,111221,112212.0,113181.0,113993.0,114893.0,115702.0,116507.0,117410.0,120185.0,18019,0.26972,169.59880331125044,0.013810636891070115,-0.13921794217283917,-0.34174124121029203,0.45739007935625536,0.5966080215290945,Extremely High,4,0.20252329903745286,High,3,14
659,"Clay, IN",18021,26556,26605,26486,26788,27015,27097,27096,26983,27058,26901,26983,26947,26908,26865,26797.0,26686.0,26568.0,26375.0,26268.0,26234.0,26231.0,26397.0,18021,0.5466,69.28940428734766,-0.0013341733684171515,-0.13911234346829426,-0.5155974311541017,-0.2564991751972396,-0.11738683172894532,Medium,2,0.37648508768580746,High,3,6
660,"Clinton, IN",18023,33866,33809,33610,33383,33342,33237,33298,33188,33352,33280,33270,33228,33179,33086,32987.0,32835.0,32692.0,32455.0,32301.0,32273.0,32186.0,33010.0,18023,4.66902,85.87962389627322,-0.0012623985572587917,-0.13754010202221673,-0.48684327252484344,-0.25311588642995636,-0.11557578440773963,Medium,2,0.3493031705026267,High,3,6
661,"Crawford, IN",18025,10743,10922,10976,11007,11029,11012,11008,10933,10792,10664,10825,10755,10702,10656,10646.0,10591.0,10582.0,10598.0,10581.0,10569.0,10582.0,10511.0,18025,0.56098,5.530073202975184,-0.006466512702078522,-0.13910685910910853,-0.6261050653694505,-0.49842507841071043,-0.3593182193016019,Low,1,0.486998206260342,Extremely High,4,1
662,"Daviess, IN",18027,29820,29755,29860,30108,30300,30452,30469,30702,30947,31389,31045,31347,31604,31928,32156.0,32411.0,32583.0,32777.0,32937.0,33120.0,33277.0,33281.0,18027,5.33437,180.21784684716707,0.00972781446287647,-0.13728634552817978,-0.3233363213526626,0.2649358320069637,0.40222217753514344,Extremely High,4,0.18604997582448282,Medium,2,15
663,"Dearborn, IN",18029,46109,46726,47052,47631,48135,48421,48879,49348,49643,49931,49580,49825,49904,49975,49840.0,49679.0,49552.0,49564.0,49501.0,49479.0,49612.0,50494.0,18029,1.75003,220.8403264703542,0.004941508672851956,-0.13865336972873035,-0.2529294641480407,0.03932110234303747,0.1779744720717678,High,3,0.11427609441931033,Medium,2,11
664,"Decatur, IN",18031,24555,24585,24793,24946,25208,25374,25469,25486,25600,25595,25584,25682,25772,25939,26112.0,26240.0,26340.0,26480.0,26552.0,26562.0,26587.0,26466.0,18031,47.04948,275.85264877522496,0.0038305190744215133,-0.12137670389300317,-0.15758214027855338,-0.013048225674350784,0.1083284782186524,High,3,0.03620543638555021,Medium,2,11
665,"DeKalb, IN",18033,40285,40576,40732,41047,41283,41494,41594,41876,42033,42053,41968,42136,42218,42253,42321.0,42449.0,42489.0,42524.0,42704.0,42927.0,43193.0,43059.0,18033,1.42244,58.229257881397295,0.004003049942813572,-0.13877830861785873,-0.534766870240274,-0.004915543196753095,0.13386276542110562,High,3,0.3959885616224153,High,3,10
666,"Delaware, IN",18035,118769,120281,119949,119935,118938,118170,117326,117229,117007,117490,117344,117413,117459,117575,117441.0,117335.0,116463.0,115938.0,115616.0,115020.0,114461.0,112480.0,18035,3.48628,226.40768945473863,0.000588014725934006,-0.1379911848444264,-0.2432801139782861,-0.16589193731993862,-0.027900752475512214,Medium,2,0.1052889291338597,Medium,2,7
667,"Dubois, IN",18037,39674,40142,40244,40547,40950,41265,41589,41728,41955,41897,41809,41933,41995,42103,42170.0,42291.0,42345.0,42379.0,42418.0,42543.0,42534.0,43474.0,18037,17.8137,454.65276654901965,0.002965868592886699,-0.13252687903876845,0.1523141161056466,-0.05380573119182874,0.0787211478469397,High,3,-0.2848409951444151,Low,1,12
668,"Elkhart, IN",18039,182791,184708,184543,187149,189316,192242,195047,196304,197762,197514,196855,197614,198214,198662,199544.0,200685.0,201640.0,202924.0,203604.0,204558.0,205184.0,206314.0,18039,6.34922,314.1619907719635,0.0038556297782631884,-0.13689929393432185,-0.09118441181424221,-0.011864568610333269,0.12503472532398857,High,3,-0.04571488212007964,Medium,2,11
669,"Fayette, IN",18041,25588,25263,25094,24953,24844,24700,24508,24413,24384,24247,24367,24325,24220,24112,23955.0,23773.0,23608.0,23426.0,23259.0,23194.0,23068.0,23393.0,18041,1.45255,106.69914303250908,-0.0017236426314277506,-0.13876682502571105,-0.4507588945033412,-0.27485780215117994,-0.1360909771254689,Medium,2,0.31199206947763014,High,3,6
670,"Floyd, IN",18043,70823,71441,71407,71219,71465,71905,72358,72876,73775,74284,73594,74112,74601,75120,75431.0,75900.0,76290.0,76481.0,76809.0,77320.0,77879.0,79594.0,18043,0.07772,26.347530285705183,0.0070386172785824935,-0.1392911686654447,-0.5900242612978422,0.13817366461431793,0.2774648332797626,High,3,0.4507330926323976,Extremely High,4,9
671,"Fountain, IN",18045,17954,17752,17825,17738,17578,17436,17459,17396,17356,17183,17329,17282,17212,17108,17002.0,16888.0,16741.0,16620.0,16486.0,16430.0,16456.0,16422.0,18045,4.25819,226.3703996733294,-0.0027122165156673785,-0.13769678764699342,-0.24334474460495456,-0.32145675329015405,-0.18375996564316063,Medium,2,0.10564795695796114,Medium,2,7
672,"Franklin, IN",18047,22151,22315,22475,22700,22852,23049,23122,23276,23330,23195,23194,23183,23108,23042,22980.0,22935.0,22887.0,22835.0,22842.0,22774.0,22750.0,22769.0,18047,0.56474,59.53003155706216,-0.0004742605846339571,-0.139105425090295,-0.5325123700894316,-0.21596499314557296,-0.07685956805527797,Medium,2,0.39340694499913664,High,3,6
673,"Fulton, IN",18049,20511,20509,20464,20379,20466,20540,20563,20571,20670,20772,20684,20745,20762,20698,20638.0,20527.0,20412.0,20296.0,20212.0,20096.0,20069.0,20400.0,18049,0.56156,2.13329465435978,0.002949139431444595,-0.13910663790407876,-0.6319923599030807,-0.054594302879858135,0.08451233502422062,High,3,0.49288572199900194,Extremely High,4,9
674,"Gibson, IN",18051,32500,32647,32684,32934,33198,33268,33429,33290,33331,33345,33386,33405,33437,33514,33586.0,33668.0,33684.0,33596.0,33596.0,33656.0,33711.0,33017.0,18051,64.35723999999999,3175.5097817783926,0.0005691008207032888,-0.11477573222811618,4.868101855367693,-0.16678349247807564,-0.052007760249959456,Medium,2,-4.98287758759581,Low,1,8
675,"Grant, IN",18053,73403,72905,72425,72113,71479,70803,70448,70012,70250,70195,70176,70051,69886,69671,69313.0,68896.0,68269.0,67615.0,66944.0,66452.0,66055.0,66802.0,18053,18.39873,177.9005145222176,-0.001781235750113999,-0.1323037556274715,-0.32735272034188734,-0.27757260067700373,-0.14526884504953225,Medium,2,0.19504896471441585,High,3,6
676,"Greene, IN",18055,33157,33195,33052,33287,33384,33320,33223,33020,32977,32995,33084,33014,33032,33001,32978.0,32815.0,32633.0,32431.0,32295.0,32159.0,32174.0,30924.0,18055,3.0501899999999997,101.16906982953391,-0.002115826381332366,-0.13815750432963655,-0.4603436140464274,-0.2933443833674757,-0.15518687903783915,Medium,2,0.32218610971679085,High,3,6
677,"Hamilton, IN",18057,182740,194664,204721,215152,225319,235039,244738,253725,261974,269394,261244,268871,276098,282977,289722.0,296635.0,303042.0,309687.0,316095.0,323117.0,330455.0,341616.0,18057,15.83998,67.19339941439712,0.029194928878749367,-0.13327963212723398,-0.5192302255368895,1.182567915905095,1.315847548032329,Extremely High,4,0.3859505934096555,High,3,14
678,"Hancock, IN",18059,55391,56729,58223,59606,60922,63045,65402,67115,68107,69183,68011,69035,69778,70466,70851.0,71328.0,71955.0,72776.0,73830.0,75164.0,76614.0,78616.0,18059,5.43144,200.02080733411833,0.015056387937245445,-0.13724932419673594,-0.28901384216954285,0.5161117318877709,0.6533610560845069,Extremely High,4,0.1517645179728069,Medium,2,15
679,"Harrison, IN",18061,34325,34863,35408,35934,36736,37354,37766,38142,38628,39148,38616,38927,39102,39213,39216.0,39230.0,39370.0,39450.0,39712.0,39940.0,40164.0,39516.0,18061,0.14849,151.55092218300655,0.008053656515434018,-0.13926417783793588,-0.3730218179064756,0.18602012764177983,0.3252843054797157,Extremely High,4,0.23375764006853972,High,3,14
680,"Hendricks, IN",18063,104093,110144,115206,119340,124115,128082,132350,137267,140710,143944,140028,143153,145880,148623,150977.0,153435.0,155817.0,158170.0,160940.0,163799.0,166806.0,172100.0,18063,0.92747,59.53003155706216,0.022316965178392892,-0.13896708422746787,-0.5325123700894316,0.8583575563981073,0.9973246406255751,Extremely High,4,0.3935452858619638,High,3,14
681,"Henry, IN",18065,48508,48397,48258,48145,48184,48064,48375,48030,49420,49305,48921,49105,49381,49275,49227.0,49146.0,48953.0,48649.0,48483.0,48255.0,48158.0,48857.0,18065,1.0065,50.60317980547157,0.0037611659614480487,-0.1389369431352251,-0.5479843841661479,-0.016317361521765963,0.12261958161345912,High,3,0.40904744103092283,Extremely High,4,9
682,"Howard, IN",18067,84964,84909,84563,84538,84291,84382,83943,83743,83472,82701,83326,83094,82914,82795,82914.0,82765.0,82728.0,82457.0,82387.0,82331.0,82486.0,83349.0,18067,1.6877699999999998,216.6110269430439,-0.0027842450135611933,-0.13867711494450963,-0.2602596835402844,-0.3248520002286763,-0.18617488528416665,Medium,2,0.12158256859577476,Medium,2,7
683,"Huntington, IN",18069,38075,37877,37992,37875,37768,37650,37601,37447,37244,37205,37321,37242,37144,37044,36959.0,36863.0,36696.0,36520.0,36378.0,36359.0,36351.0,36572.0,18069,12.37399,209.78018006440385,-0.0021167707188982075,-0.13460151906007695,-0.27209890323421293,-0.29338889712693356,-0.1587873780668566,Medium,2,0.13749738417413598,Medium,2,7
684,"Jackson, IN",18071,41335,41343,41335,41403,41417,41683,41725,41693,41705,41798,41902,42150,42414,42769,43127.0,43471.0,43637.0,43779.0,43938.0,44025.0,44077.0,45948.0,18071,1.79034,252.71999201254047,0.005918571905875614,-0.13863799597916301,-0.19767564704036625,0.08537746958196922,0.22401546556113222,High,3,0.059037651061203233,Medium,2,11
685,"Jasper, IN",18073,30043,30417,30664,31133,31503,31763,32419,32894,33155,33278,33055,33254,33369,33398,33443.0,33448.0,33461.0,33448.0,33449.0,33447.0,33433.0,33006.0,18073,4.11012,179.20128819788246,0.006020269248222659,-0.13775325976553562,-0.32509822019104495,0.09017123316660865,0.22792449293214428,High,3,0.18734496042550933,Medium,2,11
686,"Jay, IN",18075,21806,21726,21713,21681,21651,21595,21564,21580,21467,21399,21441,21392,21353,21333,21279.0,21255.0,21196.0,21107.0,20993.0,20840.0,20697.0,20570.0,18075,84.60936000000001,28.482886993570837,-0.002285341168788769,-0.10705181704360409,-0.5863232623384923,-0.30133489517842676,-0.19428307813482268,Medium,2,0.4792714452948882,Extremely High,4,5
687,"Jefferson, IN",18077,31705,31887,31871,31779,31787,31998,32287,32140,32586,32558,32393,32380,32501,32449,32447.0,32453.0,32482.0,32293.0,32237.0,32201.0,32167.0,33000.0,18077,0.37072,52.699184678422114,-0.0004013212731145618,-0.1391794219866248,-0.5443515897833602,-0.2125268126840114,-0.0733473906973866,Medium,2,0.40517216779673537,Extremely High,4,5
